event_id,country,year,program,event_name,source_url,lots,prices_reported,weights_reported,buyers_reported,price_coverage,weight_coverage,buyer_coverage
d767976e2066de8e,Nicaragua,2005,COE,2005,https://allianceforcoffeeexcellence.org/nicaragua-2005/,35,35,0,35,1,0,1
d9e938f39eb3880a,Peru,2024,COE,Peru 2024,https://allianceforcoffeeexcellence.org/peru-2024/,16,16,16,16,1,1,1
da5b8d67ef9fccb3,Nicaragua,2008,COE,2008,https://allianceforcoffeeexcellence.org/nicaragua-2008/,25,25,0,25,1,0,1
da9b1a5c74fd4dd4,Nicaragua,2006,COE,2006,https://allianceforcoffeeexcellence.org/nicaragua-2006/,25,25,0,25,1,0,1
db8d673b53d2c07d,Mexico,2018,COE,2018,https://allianceforcoffeeexcellence.org/mexico-2018/,32,32,0,32,1,0,1
db8d673b53d2c07d,Mexico,2018,NW,2018,https://allianceforcoffeeexcellence.org/mexico-2018/,3,3,3,3,1,1,1
dec3b623fc3b102d,Costa Rica,2016,COE,2016,https://allianceforcoffeeexcellence.org/costa-rica-2016/,26,26,0,26,1,0,1
deeed450e36aab5d,Costa Rica,2022,COE,Costa Rica 2022,https://allianceforcoffeeexcellence.org/costa-rica-2022/,25,25,25,25,1,1,1
df2a0030ea37d2c1,Burundi,2015,COE,2015,https://allianceforcoffeeexcellence.org/burundi-2015/,27,27,0,27,1,0,1
e027de3eaca1fdbe,Guatemala,2021,COE,Guatemala 2021,https://allianceforcoffeeexcellence.org/guatemala-2021/,31,31,31,31,1,1,1
e27e0f7c702fa71e,Brazil,2015,COE,2015 December,https://allianceforcoffeeexcellence.org/brazil-naturals-2015/,32,32,0,32,1,0,1
e2acf27cd7656ef2,Brazil,2001,COE,2001,https://allianceforcoffeeexcellence.org/brazil-pulped-naturals-2001/,18,18,0,18,1,0,1
e36d63fff8523cfb,Brazil,2004,COE,2004,https://allianceforcoffeeexcellence.org/brazil-pulped-naturals-2004/,36,36,0,36,1,0,1
e38c7393edb1fc36,Guatemala,2002,COE,2002,https://allianceforcoffeeexcellence.org/guatemala-2002/,33,33,0,32,1,0,0.9696969696969697
e3acd98cde143171,Guatemala,2009,COE,2009,https://allianceforcoffeeexcellence.org/guatemala-2009/,23,23,0,23,1,0,1
e3ee4b83024a8fdc,Colombia,2015,COE,2015 North,https://allianceforcoffeeexcellence.org/colombia-north-2015/,31,31,0,31,1,0,1
e4999c5ee612d56f,Honduras,2005,COE,2005,https://allianceforcoffeeexcellence.org/honduras-2005/,41,41,0,41,1,0,1
e4f222213bccceb2,Thailand,2025,COE,Thailand 2025,https://allianceforcoffeeexcellence.org/thailand-2025/,22,22,22,22,1,1,1
e741c9bf9232ab04,Nicaragua,2011,COE,2011,https://allianceforcoffeeexcellence.org/nicaragua-2011/,27,27,0,27,1,0,1
e79330b9e90b09dc,Mexico,2025,COE,Mexico 2025,https://allianceforcoffeeexcellence.org/mexico-2025/,33,33,33,33,1,1,1
e80af4f8d8bd890c,Indonesia,2021,COE,Indonesia 2021,https://allianceforcoffeeexcellence.org/indonesia-2021/,26,26,26,26,1,1,1
e91a6326be6cc6dc,Colombia,2008,COE,2008 South,https://allianceforcoffeeexcellence.org/colombia-south-2008/,18,18,0,18,1,0,1
eb131b841c2d82a2,Nicaragua,2017,COE,2017,https://allianceforcoffeeexcellence.org/nicaragua-2017/,28,28,0,28,1,0,1
eb131b841c2d82a2,Nicaragua,2017,NW,2017,https://allianceforcoffeeexcellence.org/nicaragua-2017/,4,0,0,0,0,0,0
eb4956f44a554a3b,Mexico,2013,COE,2013,https://allianceforcoffeeexcellence.org/mexico-2013/,16,16,0,16,1,0,1
eba617e4fe8e52b9,El Salvador,2012,COE,2012,https://allianceforcoffeeexcellence.org/el-salvador-2012/,28,28,0,28,1,0,1
ed9a6c81f8e5fb94,Colombia,2022,COE,Colombia 2022,https://allianceforcoffeeexcellence.org/colombia-2022/,24,24,24,24,1,1,1
ef7f110ca8ad65a5,Honduras,2018,COE,2018,https://allianceforcoffeeexcellence.org/honduras-2018/,41,41,0,41,1,0,1
ef7f110ca8ad65a5,Honduras,2018,NW,2018,https://allianceforcoffeeexcellence.org/honduras-2018/,1,1,1,1,1,1,1
efb2f39d90f46af8,Costa Rica,2007,COE,2007,https://allianceforcoffeeexcellence.org/costa-rica-2007/,25,25,0,25,1,0,1
f06207128b447b2a,Peru,2017,COE,2017,https://allianceforcoffeeexcellence.org/peru-2017/,24,24,0,24,1,0,1
f06207128b447b2a,Peru,2017,NW,2017,https://allianceforcoffeeexcellence.org/peru-2017/,11,11,0,11,1,0,1
f142488b1549196e,Burundi,2014,COE,2014,https://allianceforcoffeeexcellence.org/burundi-2014/,27,27,0,27,1,0,1
f1e54b3b5ca863aa,Colombia,2014,COE,2014 South,https://allianceforcoffeeexcellence.org/colombia-south-2014/,34,34,0,34,1,0,1
f2c23fa8e29d9daa,Colombia,2020,COE,Colombia 2020,https://allianceforcoffeeexcellence.org/colombia-2020/,25,25,25,25,1,1,1
f52a7809bb1fd00e,El Salvador,2021,COE,El Salvador 2021,https://allianceforcoffeeexcellence.org/el-salvador-2021/,27,27,27,27,1,1,1
f57a799e620edb5c,Brazil,2016,COE,2016,https://allianceforcoffeeexcellence.org/brazil-naturals-2016/,23,23,0,23,1,0,1
f59277b5e64c2ec4,El Salvador,2004,COE,2004,https://allianceforcoffeeexcellence.org/el-salvador-2004/,35,35,0,35,1,0,1
f6b296b9e61cd542,Honduras,2013,COE,2013,https://allianceforcoffeeexcellence.org/honduras-2013/,22,22,0,22,1,0,1
f8c00d6b60400117,Brazil,2021,COE,Brazil 2021,https://allianceforcoffeeexcellence.org/brazil-2021/,31,31,31,31,1,1,1
