country,year,program,stage,process_group,source_url,source_table_id,rank,size,farm_cws,farmer_representative,region,score,download_status,download_error,lot_number,lot_size,high_bid,total_value,high_bidder_s,producer,variety,process,weight_kg,farm,farmer,process_variety,weight_lbs,company_name,farm_name,bid_lb,winner,buyer_s_location,altitude_masl,ranking,price_per_lb,total_price,origin,buyer,na,na_2,na_3,na_4,na_5,na_6,na_7,na_8,na_9,na_10,na_11,na_12,na_13,na_14,na_15,weight_lb,final_bid_lb,processing,lot_no,coffee_washing_station_name,coffee_washing_station_owner,variety_processing,boxes,weight,bid,high_bidder,owner,size_30kg_boxes,hight_bid,high_bid_lb,business_name,farmer_name,farmer_organization,zone,woreda,lot_lbs,size_lbs,weights_kg,altitude_m,estimated_weight_kg,proceso,variedad,winners,weigth_kg,lot,lb,size_69kg_bags,origin_of_buyer,wight_lb,farmer_representetive,farmer_en,farm_en
Nicaragua,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2023/,2,11,NA,NA,NA,NA,87.35,success,NA,NA,NA,NA,"$5,555.66",NA,NA,NA,NA,NA,BUENA ESPERANZA,NA,NA,NA,1895 by Lavazza – Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$10.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2023/,2,12,NA,NA,NA,NA,87.3,success,NA,NA,NA,NA,"$4,233.60",NA,NA,NA,NA,NA,LA PICONA,NA,NA,NA,M.I.Coffee Corporation – South Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$7.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2023/,2,13,NA,NA,NA,NA,87.25,success,NA,NA,NA,NA,"$3,660.00",NA,NA,NA,NA,NA,EL PROGRESO,NA,NA,NA,COFFEE COUNTY – Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$7.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2023/,2,14,NA,NA,NA,NA,87,success,NA,NA,NA,NA,"$12,300.60",NA,NA,NA,NA,NA,MONTESOL,NA,NA,NA,"Wataru & Co., Ltd. – Japan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,577.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$7.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2023/,2,15,NA,NA,NA,NA,87,success,NA,NA,NA,NA,"$3,584.00",NA,NA,NA,NA,NA,LA AURORA,NA,NA,NA,"Wataru & Co., Ltd. – Japan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$7.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2023/,2,16,NA,NA,NA,NA,87,success,NA,NA,NA,NA,"$4,256.00",NA,NA,NA,NA,NA,LA HACIENDA,NA,NA,NA,"Wataru & Co., Ltd. – Japan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$5.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2023,NW,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2023/,4,NW,NA,NA,NA,NA,86.95,success,NA,NA,NA,US$ 4.20,"US$ 3,888.95",NA,NA,NA,NA,NA,Spes No. 1,NA,NA,925.94,"Xiamen Doowell Ocean Biotechnology Co., Ltd. – China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2023,NW,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2023/,4,NW,NA,NA,NA,NA,86.9,success,NA,NA,NA,US$ 4.25,"US$ 2,397.00",NA,NA,NA,NA,NA,San Jose Las Nubes,NA,NA,564,The Espresso Lab – United Arab Emirates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2023,NW,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2023/,4,NW,NA,NA,NA,NA,86.85,success,NA,NA,NA,US$ 4.00,"US$ 2,500.00",NA,NA,NA,NA,NA,La Libertad,NA,NA,625,Gil-coffee – South Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2023,NW,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2023/,4,NW,NA,NA,NA,NA,86.8,success,NA,NA,NA,US$ 4.00,"US$ 4,692.00",NA,NA,NA,NA,NA,La Virgen De La Piedra,NA,NA,"1,173.00",Gil-coffee – South Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2023,NW,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2023/,4,NW,NA,NA,NA,NA,86.75,success,NA,NA,NA,US$ 4.40,"US$ 5,134.80",NA,NA,NA,NA,NA,Spes No. 3,NA,NA,"1,167.00",Eungubicomapny – South Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2023,NW,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2023/,4,NW,NA,NA,NA,NA,86.35,success,NA,NA,NA,US$ 4.00,"US$ 3,439.20",NA,NA,NA,NA,NA,Ojo De Agua,NA,NA,859.8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2023,NW,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2023/,4,NW,NA,NA,NA,NA,85.95,success,NA,NA,NA,US$ 4.10,"US$ 3,198.00",NA,NA,NA,NA,NA,Dios Todo Poderoso,NA,NA,780,What’s Brewing – United States of America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2023,NW,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2023/,4,NW,NA,NA,NA,NA,85.59,success,NA,NA,NA,US$ 4.00,"US$ 3,439.20",NA,NA,NA,NA,NA,San Jose,NA,NA,859.8,Eungubicomapny – South Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2023,NW,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2023/,4,NW,NA,NA,NA,NA,85.45,success,NA,NA,NA,US$ 4.40,"US$ 2,428.80",NA,NA,NA,NA,NA,Los Volcancitos,NA,NA,552,Eungubicomapny – South Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2024/,2,1A,NA,Los Alpes,NA,NA,91.10,success,NA,NA,NA,NA,"$ 21,626.69",NA,NA,NA,NA,NA,NA,NA,NA,NA,Angelino’s Coffee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.41,$ 109.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2024/,2,1B,NA,Los Alpes,NA,NA,91.10,success,NA,NA,NA,NA,"$ 27,104.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ECOM Japan for NOZY COFFEE, manucoffee, hugcoffee, ocami coffee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249.12,$ 108.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2024/,2,2,NA,Los Suyates,NA,NA,89.85,success,NA,NA,NA,NA,"$ 21,851.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,Sulalat Coffee Trading,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529.10,$ 41.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2024/,2,3,NA,Libre,NA,NA,89.80,success,NA,NA,NA,NA,"$ 26,402.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,Terraform Coffee Roasters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529.10,$ 49.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2024/,2,4,NA,Paraiso,NA,NA,89.45,success,NA,NA,NA,NA,"$ 14,629.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,Angelino’s Coffee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462.96,$ 31.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2024/,2,5,NA,El Cambalache,NA,NA,89.45,success,NA,NA,NA,NA,"$ 7,591.68",NA,NA,NA,NA,NA,NA,NA,NA,NA,Savaya Coffee Llc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419.43,$ 18.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2024/,2,6,NA,El Porvenir,NA,NA,89.35,success,NA,NA,NA,NA,"$ 11,230.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wataru & Co., Ltd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,558.75,$ 20.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2024/,2,7,NA,Buenos Aires,NA,NA,89.35,success,NA,NA,NA,NA,"$ 16,461.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOZY COFFEE, TOA COFFEE, TRIBE COFFEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446.10,$ 36.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2024/,2,8,NA,Jesus Mountain Coffe Company,NA,NA,89.20,success,NA,NA,NA,NA,"$ 19,920.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Time’s Club, Coffee Libre, Coffee Temple",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,793.65,$ 25.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2024/,2,9,NA,La Furiosa,NA,NA,88.70,success,NA,NA,NA,NA,"$ 18,304.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Time’s Club, Coffee Libre, Coffee Montage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696.00,$ 26.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2024/,2,10,NA,El Guacalito,NA,NA,88.45,success,NA,NA,NA,NA,"$ 6,704.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,M.I.Coffee Corporation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444.00,$ 15.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2024/,2,11,NA,La Ilusion,NA,NA,88.30,success,NA,NA,NA,NA,"$ 10,432.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wataru & Co., Ltd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1146.40,$ 9.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2024/,2,12,NA,La Libertad,NA,NA,88.25,success,NA,NA,NA,NA,"$ 5,740.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,Takamura Coffee Roasters by Marukai.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557.32,$ 10.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2024/,2,13,NA,Santa Maria De Lourdes,NA,NA,88.20,success,NA,NA,NA,NA,"$ 4,136.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,E.R Corporation (이알코퍼레이션),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.00,$ 9.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2024/,2,14,NA,Santa Cruz,NA,NA,88.05,success,NA,NA,NA,NA,"$ 8,316.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthem Coffee Imports for Florisbella Coffee, Amrita Certified Pure, Noble Coffee Roasting, Airship, Good Boy Bob",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904.00,$ 9.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2024/,2,15,NA,El Poste,NA,NA,87.90,success,NA,NA,NA,NA,"$ 6,746.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cuppers of Korea, Look at the Barista, TPS COFFEE, AG COFFEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,793.65,$ 8.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2024/,2,16,NA,De La Coffee Farm,NA,NA,87.85,success,NA,NA,NA,NA,"$ 7,308.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,Savaya Coffee Llc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,859.79,$ 8.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2024/,2,17,NA,Bella Aurora,NA,NA,87.80,success,NA,NA,NA,NA,"$ 3,922.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,Wataru for Voila Coffee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431.00,$ 9.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2024/,2,18,NA,El Porvenir,NA,NA,87.75,success,NA,NA,NA,NA,"$ 4,122.30",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wataru & Co., Ltd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453.00,$ 9.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2024/,2,19,NA,El Porvenir,NA,NA,87.70,success,NA,NA,NA,NA,"$ 8,491.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,Savaya Coffee Llc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,976.00,$ 8.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2024/,2,20,NA,Volcancitos,NA,NA,87.60,success,NA,NA,NA,NA,"$ 4,058.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,Wataru for COFFEE COUNTY and YARD Coffee & Craft Chocolate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394.00,$ 10.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2024/,2,21,NA,Buena Vista,NA,NA,87.60,success,NA,NA,NA,NA,"$ 3,750.01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wataru & Co., Ltd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595.24,$ 6.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2024/,2,22,NA,Los Alamos,NA,NA,87.60,success,NA,NA,NA,NA,"$ 7,050.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,Rehm Specialty Coffee Importers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,859.79,$ 8.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2024/,2,23,NA,La Picona,NA,NA,87.55,success,NA,NA,NA,NA,"$ 3,990.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wataru & Co., Ltd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525.00,$ 7.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024,COE,auction,NA,https://allianceforcoffeeexcellence.org/nicaragua-2024/,2,24,NA,La Esperanza,NA,NA,87.50,success,NA,NA,NA,NA,"$ 3,921.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,Brew92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456.00,$ 8.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
